-0.28338290E-04   -0.11319268E-04    0.25596086E-02    0.66351998E-02    0.30121078E-02
 0.39757256E-02   -0.40558228E-06   -0.36566949E-06   -0.21253889E-04   -0.20971228E-04
-0.13603368E-04   -0.12264686E-04   -0.33715238E-03   -0.33266850E-03   -0.52833678E-04
-0.22669642E-04   -0.21937569E-04   -0.17962003E-03   -0.61061915E-05   -0.25498368E-04
-0.93233559E-03   -0.10329317E-02   -0.57672061E-04   -0.36227425E-03    0.87163111E-03
-0.68311355E-03   -0.64921062E-03   -0.29513974E-05    0.45352052E-06   -0.99235789E-04
-0.24155926E-04   -0.46818271E-04    0.71942294E-05   -0.12880677E-03    0.13052458E-03
-0.14153750E-04   -0.22045297E-04    0.60020029E-04   -0.34838242E-04    0.48573176E-02
-0.24985179E-02    0.26080749E-03   -0.77529154E-03    0.21359010E-03    0.68393249E-02
 0.23129690E-03    0.21997070E-03   -0.57008588E-03   -0.58297764E-03    0.26883812E-04
 0.69090660E-05    0.25965472E-03    0.23019169E-03    0.69215150E-05   -0.33341929E-04
 0.49810824E-05    0.34870164E-04   -0.47607976E-04    0.11366066E-04   -0.14253009E-03
-0.38322780E-02   -0.19804425E-02   -0.75268027E-04    0.15208900E-03    0.97376264E-04
 0.22577845E-02    0.56512503E-05    0.58057818E-05   -0.19254159E-04   -0.21527434E-04
 0.18954451E-03    0.19472768E-03   -0.30543044E-03   -0.34149163E-03    0.38438355E-04
 0.10783681E-03    0.71627783E-04   -0.11387800E-03    0.29788490E-04    0.84563609E-04
 0.43009602E-02    0.40673423E-02    0.30172863E-02   -0.82057524E-03   -0.24951027E-04
 0.36747796E-02    0.43520451E-03    0.77425718E-02   -0.71287543E-03   -0.68283003E-03
-0.53135368E-05    0.63562588E-07   -0.10974660E-02   -0.11517698E-02   -0.84289095E-04
 0.10082831E-05   -0.34394228E-03    0.23849138E-04    0.22033853E-03   -0.46927281E-04
 0.10106385E-03   -0.48843993E-04   -0.35544451E-03   -0.69282582E-02   -0.13570209E-02
-0.18541835E-02    0.99767863E-03    0.60318913E-02    0.11142162E-02    0.45187261E-02
 0.24488550E-01    0.11781588E-02    0.11230429E-02   -0.53459873E-03   -0.53060380E-03
-0.27548529E-04   -0.35221597E-04    0.82259055E-03    0.10610027E-02   -0.31103825E-03
-0.16922696E-03   -0.13695697E-03    0.31720185E-03    0.40534754E-04   -0.35242574E-03
 0.10697335E-01    0.12014077E-01    0.43500379E-02    0.90906896E-02   -0.16928123E-02
 0.11860020E-02   -0.26787216E-02   -0.44668249E-02   -0.86292185E-02    0.11930463E+00
 0.40337546E-04    0.40704746E-04   -0.87515617E-04   -0.96566133E-04    0.13529477E-02
 0.13652635E-02   -0.13882680E-02   -0.15318372E-02    0.50415438E-03    0.82075337E-04
-0.67323405E-04   -0.35412231E-03    0.70766935E-04    0.28128876E-03   -0.43641554E-02
-0.66348320E-02   -0.33825443E-02   -0.54965201E-02    0.84952731E-03   -0.68713863E-03
 0.14341429E-02    0.31589440E-02    0.84225170E-03   -0.61239001E-01    0.38064049E-01
-0.11367934E-04   -0.79883381E-05   -0.79637414E-05    0.46080599E-05   -0.38129192E-03
-0.26793817E-03   -0.12632950E-03    0.73098060E-04   -0.45529016E-03    0.32668111E-03
 0.11677282E-03   -0.26950146E-04    0.19338418E-03   -0.15637881E-03    0.31983667E-01
-0.34462407E-02    0.53111302E-02   -0.16401110E-02    0.52382848E-03    0.21849457E-01
 0.19551392E-02    0.17997508E-01    0.27923595E-01    0.10868023E-01   -0.47903572E-02
 0.13693489E+00   -0.76256006E-06   -0.51612494E-05   -0.87567274E-05    0.34898505E-06
-0.25578535E-04   -0.17311272E-03   -0.13890873E-03    0.55359558E-05   -0.19306117E-03
-0.13054011E-03    0.16165933E-03   -0.74988469E-04    0.16882195E-03   -0.84996409E-04
-0.30787467E-02   -0.80150220E-02   -0.26106349E-02   -0.12018886E-02    0.13563992E-02
 0.76792835E-02    0.21652932E-02    0.65896236E-02    0.23590830E-01    0.49598579E-02
-0.26896250E-02    0.47045985E-01    0.56845393E-01
